id,date,result,elo
BFTDl,09/01/2021,False,1083
QpPM7,09/01/2021,True,916
ldRkK,09/01/2021,False,1170
5AsZj,09/01/2021,False,1116
8f4hm,09/01/2021,False,1403
XU6Vr,09/01/2021,True,1304
iOaB8,09/01/2021,True,1348
uccdu,09/01/2021,True,1062
PfFsm,09/01/2021,True,1437
JOiyI,09/01/2021,True,1264
3suOV,09/01/2021,True,1268
uyROg,09/01/2021,True,1253
9Kb64,09/01/2021,True,1568
TxZEW,09/01/2021,True,1161
4daNY,09/01/2021,True,1282
U9RiI,09/01/2021,True,914
11pPi,08/01/2021,False,1400
xa0QG,08/01/2021,False,1577
QYHZZ,08/01/2021,False,730
ZvlCZ,08/01/2021,False,1299
9AL1q,08/01/2021,False,1306
JU9bA,08/01/2021,False,1613
Fj1mL,08/01/2021,False,1324
4IHnJ,08/01/2021,False,1485
Sm2RW,08/01/2021,False,1383
BDu8y,08/01/2021,True,1341
bmYKY,08/01/2021,False,1328
F7hIH,08/01/2021,False,1379
9Pg40,08/01/2021,False,1313
ihulT,08/01/2021,False,1150
B4OvO,06/01/2021,False,1412
GHBL0,06/01/2021,False,1207
1cQhH,06/01/2021,False,1448
lIGGH,06/01/2021,True,1328
rLqKn,06/01/2021,True,1202
G3fYq,06/01/2021,True,1186
pW4sS,06/01/2021,True,1550
bsw3u,06/01/2021,True,1318
vD1Cf,06/01/2021,True,1447
Rrogq,06/01/2021,True,1146
hTcwd,06/01/2021,False,1396
J4Aj4,06/01/2021,True,1206
10Vak,06/01/2021,False,1399
09Uwe,06/01/2021,True,1347
5CMJO,31/12/2020,True,1462
J97Sp,31/12/2020,True,1528
